"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"4570172";"Pregabalin AB gél. 200 x 75 mg";"http://www.cbip.be/fr/contents/jump?amppid=189985";"http://www.cbip.be/fr/contents/jump?amppid=189985&view=pvt"
"4201893";"Lonquex (Orifarm) sol. inj. s.c. [ser. préremplie] 1 x 6 mg / 0,6 ml";"http://www.cbip.be/fr/contents/jump?amppid=178681";"http://www.cbip.be/fr/contents/jump?amppid=178681&view=pvt"
"3434818";"Lonsurf 15/6,14 compr. pellic. 20 x";"http://www.cbip.be/fr/contents/jump?amppid=151381";"http://www.cbip.be/fr/contents/jump?amppid=151381&view=pvt"
"4254918";"Lorviqua (Abacus) compr. pellic. 30 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=174631";"http://www.cbip.be/fr/contents/jump?amppid=174631&view=pvt"
"4254926";"Lorviqua (Abacus) compr. pellic. 90 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=187377";"http://www.cbip.be/fr/contents/jump?amppid=187377&view=pvt"
"2190742";"Bisacodyl EG compr. gastro-résist. 40 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=48645";"http://www.cbip.be/fr/contents/jump?amppid=48645&view=pvt"
"3958006";"Lorviqua compr. pellic. 30 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=175026";"http://www.cbip.be/fr/contents/jump?amppid=175026&view=pvt"
"4105136";"Lorviqua compr. pellic. 90 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=175034";"http://www.cbip.be/fr/contents/jump?amppid=175034&view=pvt"
"3120482";"Lucentis 10 mg / 1 ml sol. inj. i.vitr. [ser. préremplie] 1 x 1,65 mg / 0,165 ml";"http://www.cbip.be/fr/contents/jump?amppid=118927";"http://www.cbip.be/fr/contents/jump?amppid=118927&view=pvt"
"2719482";"Lumigan collyre sol. 3 x 3 ml 0,1 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=55558";"http://www.cbip.be/fr/contents/jump?amppid=55558&view=pvt"
"3057429";"Lumigan collyre sol. (unidose) [sans cons.] 30 x 0,4 ml 0,3 mg / 1 ml (UD)";"http://www.cbip.be/fr/contents/jump?amppid=74773";"http://www.cbip.be/fr/contents/jump?amppid=74773&view=pvt"
"3182565";"Lumigan collyre sol. (unidose) [sans cons.] 90 x 0,4 ml 0,3 mg / 1 ml (UD)";"http://www.cbip.be/fr/contents/jump?amppid=109942";"http://www.cbip.be/fr/contents/jump?amppid=109942&view=pvt"
"3916798";"Luxturna sol. inj. (sol. à diluer + solv.) s.rétin. [3x flac.] 1 x 2,5 10*12 vg / 0,5 ml";"http://www.cbip.be/fr/contents/jump?amppid=176628";"http://www.cbip.be/fr/contents/jump?amppid=176628&view=pvt"
"4361820";"Lydisilka compr. pellic. 6 x 28 (24+4)";"http://www.cbip.be/fr/contents/jump?amppid=179515";"http://www.cbip.be/fr/contents/jump?amppid=179515&view=pvt"
"1381466";"Atacand compr. (séc.) 28 x 8 mg";"http://www.cbip.be/fr/contents/jump?amppid=19463";"http://www.cbip.be/fr/contents/jump?amppid=19463&view=pvt"
"3716677";"Lynparza compr. pellic. 112 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=160010";"http://www.cbip.be/fr/contents/jump?amppid=160010&view=pvt"
"3716669";"Lynparza compr. pellic. 112 x 150 mg";"http://www.cbip.be/fr/contents/jump?amppid=160028";"http://www.cbip.be/fr/contents/jump?amppid=160028&view=pvt"
"2616472";"Lyrica gél. 200 x 150 mg";"http://www.cbip.be/fr/contents/jump?amppid=50708";"http://www.cbip.be/fr/contents/jump?amppid=50708&view=pvt"
"2159168";"Lyrica gél. 56 x 150 mg";"http://www.cbip.be/fr/contents/jump?amppid=34629";"http://www.cbip.be/fr/contents/jump?amppid=34629&view=pvt"
"2616480";"Lyrica gél. 200 x 300 mg";"http://www.cbip.be/fr/contents/jump?amppid=50716";"http://www.cbip.be/fr/contents/jump?amppid=50716&view=pvt"
"2159192";"Lyrica gél. 56 x 300 mg";"http://www.cbip.be/fr/contents/jump?amppid=34637";"http://www.cbip.be/fr/contents/jump?amppid=34637&view=pvt"
"2329480";"Lyrica gél. 14 x 75 mg";"http://www.cbip.be/fr/contents/jump?amppid=39925";"http://www.cbip.be/fr/contents/jump?amppid=39925&view=pvt"
"2620839";"Lyrica gél. 200 x 75 mg";"http://www.cbip.be/fr/contents/jump?amppid=132076";"http://www.cbip.be/fr/contents/jump?amppid=132076&view=pvt"
"2159135";"Lyrica gél. 56 x 75 mg";"http://www.cbip.be/fr/contents/jump?amppid=34611";"http://www.cbip.be/fr/contents/jump?amppid=34611&view=pvt"
"2476430";"Lysodren compr. (séc.) 100 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=44891";"http://www.cbip.be/fr/contents/jump?amppid=44891&view=pvt"
"4206108";"Lyumjev sol. inj. i.v./s.c. [flac.] 1 x 10 ml 100 U / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=173591";"http://www.cbip.be/fr/contents/jump?amppid=173591&view=pvt"
"4206090";"Lyumjev sol. inj. s.c. Junior KwikPen [stylo prérempli] 5 x 3 ml 100 UI / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=173658";"http://www.cbip.be/fr/contents/jump?amppid=173658&view=pvt"
"4202701";"Lyumjev sol. inj. s.c. KwikPen [stylo prérempli] 5 x 3 ml 100 U / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=173641";"http://www.cbip.be/fr/contents/jump?amppid=173641&view=pvt"
"4202693";"Lyumjev sol. inj. s.c. KwikPen [stylo prérempli] 5 x 3 ml 200 U / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=173666";"http://www.cbip.be/fr/contents/jump?amppid=173666&view=pvt"
"4206124";"Lyumjev sol. inj. s.c. [cart.] 5 x 3 ml 100 U / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=173633";"http://www.cbip.be/fr/contents/jump?amppid=173633&view=pvt"
"4644431";"Preterax (Impexeco) 10/2,5 compr. pellic. 90 x";"http://www.cbip.be/fr/contents/jump?amppid=194340";"http://www.cbip.be/fr/contents/jump?amppid=194340&view=pvt"
"3025368";"Mabthera sol. inj. s.c. [flac.] 1 x 1 400 mg / 11,7 ml";"http://www.cbip.be/fr/contents/jump?amppid=130161";"http://www.cbip.be/fr/contents/jump?amppid=130161&view=pvt"
"3466471";"Mabthera sol. inj. s.c. [flac.] 1 x 1 600 mg / 13,4 ml";"http://www.cbip.be/fr/contents/jump?amppid=156240";"http://www.cbip.be/fr/contents/jump?amppid=156240&view=pvt"
"4200481";"Mavenclad (Abacus) compr. 1 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=174201";"http://www.cbip.be/fr/contents/jump?amppid=174201&view=pvt"
"3677804";"Mavenclad compr. 1 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=156778";"http://www.cbip.be/fr/contents/jump?amppid=156778&view=pvt"
"3612876";"Maviret 100/40 compr. pellic. 84 x";"http://www.cbip.be/fr/contents/jump?amppid=154716";"http://www.cbip.be/fr/contents/jump?amppid=154716&view=pvt"
"4378576";"Maviret 50/20 gran. enr. (sachet) 28 x";"http://www.cbip.be/fr/contents/jump?amppid=183749";"http://www.cbip.be/fr/contents/jump?amppid=183749&view=pvt"
"4506754";"Mayzent compr. pellic. 28 x 1 mg";"http://www.cbip.be/fr/contents/jump?amppid=186411";"http://www.cbip.be/fr/contents/jump?amppid=186411&view=pvt"
"4166716";"Mayzent compr. pellic. 28 x 2 mg";"http://www.cbip.be/fr/contents/jump?amppid=179978";"http://www.cbip.be/fr/contents/jump?amppid=179978&view=pvt"
"3919263";"Mekinist (Abacus) compr. pellic. 30 x 2 mg";"http://www.cbip.be/fr/contents/jump?amppid=171348";"http://www.cbip.be/fr/contents/jump?amppid=171348&view=pvt"
"3353018";"Mekinist compr. pellic. 30 x 0,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=139022";"http://www.cbip.be/fr/contents/jump?amppid=139022&view=pvt"
"3353034";"Mekinist compr. pellic. 30 x 2 mg";"http://www.cbip.be/fr/contents/jump?amppid=139030";"http://www.cbip.be/fr/contents/jump?amppid=139030&view=pvt"
"3953940";"Mektovi compr. pellic. 84 x 15 mg";"http://www.cbip.be/fr/contents/jump?amppid=167098";"http://www.cbip.be/fr/contents/jump?amppid=167098&view=pvt"
"3062411";"Menveo sol. inj. (pdr + solv.) i.m. [2x flac.] 1 dos.";"http://www.cbip.be/fr/contents/jump?amppid=77081";"http://www.cbip.be/fr/contents/jump?amppid=77081&view=pvt"
"1628619";"Metalyse sol. inj. (pdr + solv.) i.v. [flac. + ser. préremplie] 1 x 10 000 U";"http://www.cbip.be/fr/contents/jump?amppid=26120";"http://www.cbip.be/fr/contents/jump?amppid=26120&view=pvt"
"1732114";"MicardisPlus 40/12,5 compr. 28 x";"http://www.cbip.be/fr/contents/jump?amppid=29298";"http://www.cbip.be/fr/contents/jump?amppid=29298&view=pvt"
"3960630";"PermaFoam Classic pansement 10 x (10 x 10 cm)";"http://www.cbip.be/fr/contents/jump?amppid=104331";"http://www.cbip.be/fr/contents/jump?amppid=104331&view=pvt"
"3255700";"Iso-Betadine 1 % gargarisme/bain de bouche Buccale 200 ml 50 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=2014";"http://www.cbip.be/fr/contents/jump?amppid=2014&view=pvt"
"0050435";"Iso-Betadine 7,5 % savon Germicide 500 ml 75 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=2055";"http://www.cbip.be/fr/contents/jump?amppid=2055&view=pvt"
"0100495";"Iso-Betadine 10 % compresse impr. Tulle 5 x (10 x 10 cm)";"http://www.cbip.be/fr/contents/jump?amppid=4382";"http://www.cbip.be/fr/contents/jump?amppid=4382&view=pvt"
"1112598";"Iso-Betadine 10 % sol. cut. Dermique 1 x 125 ml 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=14332";"http://www.cbip.be/fr/contents/jump?amppid=14332&view=pvt"
"1732130";"MicardisPlus 80/12,5 compr. 98 x";"http://www.cbip.be/fr/contents/jump?amppid=29314";"http://www.cbip.be/fr/contents/jump?amppid=29314&view=pvt"
"1183730";"Iso-Betadine 10 % sol. vag. Gynécologie 500 ml 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=15487";"http://www.cbip.be/fr/contents/jump?amppid=15487&view=pvt"
"4495073";"Iso-Betadine 10 % sol. vag. Unigyn 5 x 10 ml 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=15495";"http://www.cbip.be/fr/contents/jump?amppid=15495&view=pvt"
"1241892";"Iso-Betadine 7,5 % savon (unidose) Uniwash 10 x 10 ml 75 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=16295";"http://www.cbip.be/fr/contents/jump?amppid=16295&view=pvt"
"1522010";"Iso-Betadine 10 % gel 100 g 100 mg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=22863";"http://www.cbip.be/fr/contents/jump?amppid=22863&view=pvt"
"1690791";"Iso-Betadine 5 % sol. irrig. opht. [sans cons.] 20 x 20 ml 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=27987";"http://www.cbip.be/fr/contents/jump?amppid=27987&view=pvt"
"2200640";"Iso-Betadine 10 % gel 30 g 100 mg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=36020";"http://www.cbip.be/fr/contents/jump?amppid=36020&view=pvt"
"2759231";"Iso-Betadine 7,5 % savon Germicide 125 ml 75 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=58875";"http://www.cbip.be/fr/contents/jump?amppid=58875&view=pvt"
"3305752";"Iso-Betadine 10 % sol. cut. Dermique 1 x 50 ml 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=129296";"http://www.cbip.be/fr/contents/jump?amppid=129296&view=pvt"
"2572618";"MicardisPlus 80/25 compr. 98 x";"http://www.cbip.be/fr/contents/jump?amppid=48298";"http://www.cbip.be/fr/contents/jump?amppid=48298&view=pvt"
"0050500";"Iso-Betadine 10 % sol. cut. Dermique 1 x 500 ml 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=136705";"http://www.cbip.be/fr/contents/jump?amppid=136705&view=pvt"
"1080233";"Iso-Betadine 10 % sol. (unidose) cut. Dermique 50 x 10 ml 100 mg / 1 ml (UD)";"http://www.cbip.be/fr/contents/jump?amppid=136697";"http://www.cbip.be/fr/contents/jump?amppid=136697&view=pvt"
"2990257";"Iso-Betadine (Impexeco) 10 % sol. cut. Dermique 1 x 125 ml 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=190058";"http://www.cbip.be/fr/contents/jump?amppid=190058&view=pvt"
"1478932";"Micardis compr. 28 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=21972";"http://www.cbip.be/fr/contents/jump?amppid=21972&view=pvt"
"1478940";"Micardis compr. 28 x 80 mg";"http://www.cbip.be/fr/contents/jump?amppid=21980";"http://www.cbip.be/fr/contents/jump?amppid=21980&view=pvt"
"1522960";"Micardis compr. 98 x 80 mg";"http://www.cbip.be/fr/contents/jump?amppid=22897";"http://www.cbip.be/fr/contents/jump?amppid=22897&view=pvt"
"2180925";"Mimpara compr. pellic. 28 x 30 mg";"http://www.cbip.be/fr/contents/jump?amppid=35378";"http://www.cbip.be/fr/contents/jump?amppid=35378&view=pvt"
"2180917";"Mimpara compr. pellic. 28 x 60 mg";"http://www.cbip.be/fr/contents/jump?amppid=35360";"http://www.cbip.be/fr/contents/jump?amppid=35360&view=pvt"
"2180909";"Mimpara compr. pellic. 28 x 90 mg";"http://www.cbip.be/fr/contents/jump?amppid=35352";"http://www.cbip.be/fr/contents/jump?amppid=35352&view=pvt"
"4751822";"Minjuvi sol. perf. à diluer (pdr) i.v. [flac.] 1 x 200 mg";"http://www.cbip.be/fr/contents/jump?amppid=192666";"http://www.cbip.be/fr/contents/jump?amppid=192666&view=pvt"
"4271797";"Mirapexin (Abacus) compr. lib. prol. 100 x 2,1 mg";"http://www.cbip.be/fr/contents/jump?amppid=176354";"http://www.cbip.be/fr/contents/jump?amppid=176354&view=pvt"
"4636403";"Propranolol Teva gél. lib. modif. Retard 30 x 80 mg";"http://www.cbip.be/fr/contents/jump?amppid=190090";"http://www.cbip.be/fr/contents/jump?amppid=190090&view=pvt"
"3734787";"Olanzapine EG (PI-Pharma) compr. pellic. 98 x 7,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=168542";"http://www.cbip.be/fr/contents/jump?amppid=168542&view=pvt"
"4638896";"Slinda compr. pellic. 13 x 28 (24+4)";"http://www.cbip.be/fr/contents/jump?amppid=190082";"http://www.cbip.be/fr/contents/jump?amppid=190082&view=pvt"
"2829018";"Diazepam Teva compr. (séc.) 60 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=73445";"http://www.cbip.be/fr/contents/jump?amppid=73445&view=pvt"
"2829034";"Diazepam Teva compr. (séc. en 4) 60 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=73452";"http://www.cbip.be/fr/contents/jump?amppid=73452&view=pvt"
"4271805";"Mirapexin (Abacus) compr. lib. prol. 100 x 3,15 mg";"http://www.cbip.be/fr/contents/jump?amppid=176362";"http://www.cbip.be/fr/contents/jump?amppid=176362&view=pvt"
"1394550";"Mirapexin compr. (séc.) 100 x 0,7 mg";"http://www.cbip.be/fr/contents/jump?amppid=19778";"http://www.cbip.be/fr/contents/jump?amppid=19778&view=pvt"
"1416049";"Mirapexin compr. (séc.) 30 x 0,18 mg";"http://www.cbip.be/fr/contents/jump?amppid=20552";"http://www.cbip.be/fr/contents/jump?amppid=20552&view=pvt"
"2666303";"Mirapexin compr. lib. prol. 100 x 1,05 mg";"http://www.cbip.be/fr/contents/jump?amppid=53116";"http://www.cbip.be/fr/contents/jump?amppid=53116&view=pvt"
"2666279";"Mirapexin compr. lib. prol. 100 x 2,1 mg";"http://www.cbip.be/fr/contents/jump?amppid=53090";"http://www.cbip.be/fr/contents/jump?amppid=53090&view=pvt"
"2666337";"Mirapexin compr. lib. prol. 100 x 3,15 mg";"http://www.cbip.be/fr/contents/jump?amppid=53140";"http://www.cbip.be/fr/contents/jump?amppid=53140&view=pvt"
"2666329";"Mirapexin compr. lib. prol. 30 x 0,26 mg";"http://www.cbip.be/fr/contents/jump?amppid=53132";"http://www.cbip.be/fr/contents/jump?amppid=53132&view=pvt"
"2428225";"Mircera sol. inj. i.v./s.c. [ser. préremplie] 1 x 100 µg / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=42622";"http://www.cbip.be/fr/contents/jump?amppid=42622&view=pvt"
"2428241";"Mircera sol. inj. i.v./s.c. [ser. préremplie] 1 x 150 µg / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=42630";"http://www.cbip.be/fr/contents/jump?amppid=42630&view=pvt"
"2980027";"Cerazette compr. pellic. 13 x 28 x 75 µg";"http://www.cbip.be/fr/contents/jump?amppid=125278";"http://www.cbip.be/fr/contents/jump?amppid=125278&view=pvt"
"4635413";"Perindopril Viatris compr. pellic. 60 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=190223";"http://www.cbip.be/fr/contents/jump?amppid=190223&view=pvt"
"2066942";"Efexor gél. lib. prol. Exel 28 x 150 mg";"http://www.cbip.be/fr/contents/jump?amppid=32086";"http://www.cbip.be/fr/contents/jump?amppid=32086&view=pvt"
"2428258";"Mircera sol. inj. i.v./s.c. [ser. préremplie] 1 x 200 µg / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=42648";"http://www.cbip.be/fr/contents/jump?amppid=42648&view=pvt"
"2977858";"Loramet (Impexeco) compr. (séc.) 30 x 2 mg";"http://www.cbip.be/fr/contents/jump?amppid=190165";"http://www.cbip.be/fr/contents/jump?amppid=190165&view=pvt"
"2428274";"Mircera sol. inj. i.v./s.c. [ser. préremplie] 1 x 250 µg / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=42655";"http://www.cbip.be/fr/contents/jump?amppid=42655&view=pvt"
"2428191";"Mircera sol. inj. i.v./s.c. [ser. préremplie] 1 x 50 µg / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=42606";"http://www.cbip.be/fr/contents/jump?amppid=42606&view=pvt"
"2428209";"Mircera sol. inj. i.v./s.c. [ser. préremplie] 1 x 75 µg / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=42614";"http://www.cbip.be/fr/contents/jump?amppid=42614&view=pvt"
"3075736";"Mirvaso gel 30 g 3,3 mg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=77040";"http://www.cbip.be/fr/contents/jump?amppid=77040&view=pvt"
"2324911";"M.M.R. VaxPro susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie] 1 dos.";"http://www.cbip.be/fr/contents/jump?amppid=39768";"http://www.cbip.be/fr/contents/jump?amppid=39768&view=pvt"
"4206132";"Mvasi 25 mg / 1 ml sol. perf. à diluer i.v. [flac.] 1 x 100 mg / 4 ml";"http://www.cbip.be/fr/contents/jump?amppid=173203";"http://www.cbip.be/fr/contents/jump?amppid=173203&view=pvt"
"4206140";"Mvasi 25 mg / 1 ml sol. perf. à diluer i.v. [flac.] 1 x 400 mg / 16 ml";"http://www.cbip.be/fr/contents/jump?amppid=173211";"http://www.cbip.be/fr/contents/jump?amppid=173211&view=pvt"
"4497392";"Olmesartan AB compr. pellic. 28 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=190256";"http://www.cbip.be/fr/contents/jump?amppid=190256&view=pvt"
"3001880";"Aleve compr. pellic. 24 x 220 mg";"http://www.cbip.be/fr/contents/jump?amppid=72132";"http://www.cbip.be/fr/contents/jump?amppid=72132&view=pvt"
"4609384";"Pregabalin AB gél. 100 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=190173";"http://www.cbip.be/fr/contents/jump?amppid=190173&view=pvt"
"4363602";"Fixaprost 50/5 collyre sol. [pompe, sans cons.] 1 x 6 ml";"http://www.cbip.be/fr/contents/jump?amppid=190249";"http://www.cbip.be/fr/contents/jump?amppid=190249&view=pvt"
"4497418";"Olmesartan AB compr. pellic. 28 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=190272";"http://www.cbip.be/fr/contents/jump?amppid=190272&view=pvt"
"4497434";"Olmesartan AB compr. pellic. 28 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=190298";"http://www.cbip.be/fr/contents/jump?amppid=190298&view=pvt"
"4497400";"Olmesartan AB compr. pellic. 98 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=190264";"http://www.cbip.be/fr/contents/jump?amppid=190264&view=pvt"
"4497426";"Olmesartan AB compr. pellic. 98 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=190280";"http://www.cbip.be/fr/contents/jump?amppid=190280&view=pvt"
"4497442";"Olmesartan AB compr. pellic. 98 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=190306";"http://www.cbip.be/fr/contents/jump?amppid=190306&view=pvt"
"2717551";"Myfenax gél. 300 x 250 mg";"http://www.cbip.be/fr/contents/jump?amppid=55491";"http://www.cbip.be/fr/contents/jump?amppid=55491&view=pvt"
"0472738";"Duoderm pansement Extra mince 5 x (10 x 10 cm)";"http://www.cbip.be/fr/contents/jump?amppid=102822";"http://www.cbip.be/fr/contents/jump?amppid=102822&view=pvt"
"2446870";"Mylotarg sol. perf. à diluer (pdr) i.v. [flac.] 1 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=163402";"http://www.cbip.be/fr/contents/jump?amppid=163402&view=pvt"
"2308153";"Myocet sol. perf. à diluer (pdr + solv.) i.v. Liposomal [flac.] 2 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=38802";"http://www.cbip.be/fr/contents/jump?amppid=38802&view=pvt"
"4662078";"Atorvastatine Teva (PI-Pharma) compr. pellic. 100 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=192435";"http://www.cbip.be/fr/contents/jump?amppid=192435&view=pvt"
"0108399";"Depo-Medrol susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [flac.] 1 x 40 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=4978";"http://www.cbip.be/fr/contents/jump?amppid=4978&view=pvt"
"2335602";"Myozyme sol. perf. à diluer (pdr) i.v. [flac.] 1 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=40105";"http://www.cbip.be/fr/contents/jump?amppid=40105&view=pvt"
"3437084";"Mysimba 8/90 compr. lib. prol. 112 x";"http://www.cbip.be/fr/contents/jump?amppid=169177";"http://www.cbip.be/fr/contents/jump?amppid=169177&view=pvt"
"2556611";"Naglazyme sol. perf. à diluer i.v. [flac.] 1 x 5 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=47258";"http://www.cbip.be/fr/contents/jump?amppid=47258&view=pvt"
"4577771";"NeoRecormon (Abacus) sol. inj. i.v./s.c. [ser. préremplie] 6 x 5 000 UI / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=187427";"http://www.cbip.be/fr/contents/jump?amppid=187427&view=pvt"
"2084390";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 4 x 30 000 UI / 0,6 ml";"http://www.cbip.be/fr/contents/jump?amppid=32714";"http://www.cbip.be/fr/contents/jump?amppid=32714&view=pvt"
"1478189";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 6 x 10 000 UI / 0,6 ml";"http://www.cbip.be/fr/contents/jump?amppid=21931";"http://www.cbip.be/fr/contents/jump?amppid=21931&view=pvt"
"1478155";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 6 x 2 000 UI / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=21907";"http://www.cbip.be/fr/contents/jump?amppid=21907&view=pvt"
"1478163";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 6 x 3 000 UI / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=21915";"http://www.cbip.be/fr/contents/jump?amppid=21915&view=pvt"
"1522408";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 6 x 4 000 UI / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=22889";"http://www.cbip.be/fr/contents/jump?amppid=22889&view=pvt"
"1478171";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 6 x 5 000 UI / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=21923";"http://www.cbip.be/fr/contents/jump?amppid=21923&view=pvt"
"0305490";"Benzac susp. cut. Wash 100 g 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=7542";"http://www.cbip.be/fr/contents/jump?amppid=7542&view=pvt"
"1522390";"NeoRecormon sol. inj. i.v./s.c. [ser. préremplie] 6 x 6 000 UI / 0,3 ml";"http://www.cbip.be/fr/contents/jump?amppid=22871";"http://www.cbip.be/fr/contents/jump?amppid=22871&view=pvt"
"3164340";"Atrauman Silicone pansement 5 x (10 x 20 cm)";"http://www.cbip.be/fr/contents/jump?amppid=190538";"http://www.cbip.be/fr/contents/jump?amppid=190538&view=pvt"
"4229704";"Nepexto sol. inj. s.c. [stylo prérempli] 12 x 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=175158";"http://www.cbip.be/fr/contents/jump?amppid=175158&view=pvt"
"4229712";"Nepexto sol. inj. s.c. [stylo prérempli] 4 x 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=175141";"http://www.cbip.be/fr/contents/jump?amppid=175141&view=pvt"
"4229696";"Nepexto sol. inj. s.c. [ser. préremplie] 12 x 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=175133";"http://www.cbip.be/fr/contents/jump?amppid=175133&view=pvt"
"4228433";"Nepexto sol. inj. s.c. [ser. préremplie] 4 x 25 mg / 0,5 ml";"http://www.cbip.be/fr/contents/jump?amppid=175117";"http://www.cbip.be/fr/contents/jump?amppid=175117&view=pvt"
"4229688";"Nepexto sol. inj. s.c. [ser. préremplie] 4 x 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=175125";"http://www.cbip.be/fr/contents/jump?amppid=175125&view=pvt"
"2627701";"Neulasta sol. inj. s.c. [ser. préremplie] 1 x 6 mg / 0,6 ml";"http://www.cbip.be/fr/contents/jump?amppid=51136";"http://www.cbip.be/fr/contents/jump?amppid=51136&view=pvt"
"2494417";"Neupro dispositif transderm. 28 x 2 mg / 24 h";"http://www.cbip.be/fr/contents/jump?amppid=45518";"http://www.cbip.be/fr/contents/jump?amppid=45518&view=pvt"
"2950434";"Corsodyl 2 mg / 1 ml bain de bouche oromuq. 300 ml 10 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=190397";"http://www.cbip.be/fr/contents/jump?amppid=190397&view=pvt"
"2494433";"Neupro dispositif transderm. 28 x 4 mg / 24 h";"http://www.cbip.be/fr/contents/jump?amppid=45526";"http://www.cbip.be/fr/contents/jump?amppid=45526&view=pvt"
"2494458";"Neupro dispositif transderm. 28 x 6 mg / 24 h";"http://www.cbip.be/fr/contents/jump?amppid=45534";"http://www.cbip.be/fr/contents/jump?amppid=45534&view=pvt"
"2494474";"Neupro dispositif transderm. 28 x 8 mg / 24 h";"http://www.cbip.be/fr/contents/jump?amppid=45542";"http://www.cbip.be/fr/contents/jump?amppid=45542&view=pvt"
"4363529";"Nevanac collyre susp. 3 ml 3 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=125997";"http://www.cbip.be/fr/contents/jump?amppid=125997&view=pvt"
