"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"29975-1024";"0000943";"AGAE";"Zestril";"01024";false;;;;;0;0;false;false;false;true;false
"15453-1818";"0000943";"AGAE";"Lisinopril Teva";"01818";false;;;;;0;0;false;false;false;true;false
"24885-1446";"0005165";"EFCA";"Somavert";"01446";false;;;;;0;0;false;false;false;true;false
"24794-2097";"0007880";"JBCA";"Solian";"02097";false;;;;;0;0;false;false;false;true;false
"37671-513";"0002246";"BBAA";"Afstyla";"00513";false;;;;;0;0;false;false;false;true;false
"6635-3491";"0001032";"AGBD";"Cozaar";"03491";false;;;;;0;0;false;false;false;true;false
"6106-1636";"0000166";"AADF";"Co-Losartan Sandoz";"01636";false;;;"D";"D";0;0;false;false;false;true;false
"15891-612";"0000166";"AADF";"Losartan Plus EG";"00612";false;;;"D";"D";0;0;false;false;false;true;false
"26526-745";"0009928";"KACC";"Tetralysal";"00745";false;;;;;0;0;false;false;false;true;false
"11544-1388";"0002634";"CABA";"Gastricalm";"01388";false;;;;;0;0;false;false;false;true;false
"23432-1800";"0002634";"CABA";"Riopan";"01800";false;;;;;0;0;false;false;false;true;false
"28662-943";"0010561";"KCAB";"Vermox";"00943";false;;;;;0;0;false;false;false;true;false
"22384-1446";"0005942";"FFAA";"Provera";"01446";false;;;;;0;0;false;false;false;true;false
"1024-232";"0012583";"MAAAA";"Alkeran";"00232";false;;;;;0;0;false;false;false;true;false
"6635-1529";"0001032";"AGBD";"Cozaar";"01529";false;;;;;0;0;false;false;false;true;false
"15768-1818";"0012484";"LDAAG";"Loratadine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"15875-612";"0001032";"AGBD";"Losartan EG";"00612";false;;;;;0;0;false;false;false;true;false
"15909-1636";"0001032";"AGBD";"Losartan Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"15917-1818";"0001032";"AGBD";"Losartan Teva";"01818";false;;;;;0;0;false;false;false;true;false
"24323-174";"0007617";"JAAM";"Serenase";"00174";false;;;;;0;0;false;false;false;true;false
"15800-612";"0007625";"JAAN";"Lormetazepam EG";"00612";false;;;;;0;0;false;false;false;true;false
"15719-1289";"0007625";"JAAN";"Loramet";"01289";false;;;;;0;0;false;false;false;true;false
"26245-1446";"0007617";"JAAM";"Temesta";"01446";false;;;;;0;0;false;false;false;true;false
"15677-3491";"0000166";"AADF";"Loortan Plus";"03491";false;;;"D";"D";0;0;false;false;false;true;false
"11015-3103";"0025007";"CECBB";"Forlax";"03103";false;;;;;0;0;false;false;false;true;false
"24067-232";"0016147";"RBC";"Scandicaine";"00232";false;;;;;0;0;false;false;false;true;false
"16709-1446";"0019489";"KAACA";"Meronem";"01446";false;;;;;0;0;false;false;false;true;false
"16717-711";"0019489";"KAACA";"Meropenem Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"8573-1289";"0002691";"CBD";"Duspatalin";"01289";false;;;;;0;0;false;false;false;true;false
"14795-1289";"0002766";"CCBA";"Legalon";"01289";false;;;;;0;0;false;false;false;true;false
"40428-1818";"0001743";"ALIA";"Ezetimibe / Simvastatine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"5686-1883";"0003442";"CGCA";"Claversal";"01883";false;;;;;0;0;false;false;false;true;false
"6296-539";"0003442";"CGCA";"Colitofalk";"00539";false;;;;;0;0;false;false;false;true;false
"28092-281";"0018978";"MFB";"Uromitexan";"00281";false;;;;;0;0;false;false;false;true;false
"16519-612";"0006940";"IAACA";"Meloxicam EG";"00612";false;;;;;0;0;false;false;false;true;false
"16527-1289";"0006940";"IAACA";"Meloxicam Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"17517-372";"0006940";"IAACA";"Mobic";"00372";false;;;;;0;0;false;false;false;true;false
"16543-1818";"0006940";"IAACA";"Meloxicam Teva";"01818";false;;;;;0;0;false;false;false;true;false
"22475-232";"0012799";"MABBD";"Puri-Nethol";"00232";false;;;;;0;0;false;false;false;true;false
"9654-1347";"0025445";"EAIC";"Eucreas";"01347";false;;;;;0;0;false;false;false;true;false
"24836-1446";"0004986";"EDFA";"Solu-Medrol";"01446";false;;;"C";"C";0;0;false;false;false;true;false
"42176-2097";"8901126";"LCBBBA";"Dupixent";"02097";false;;;;;0;0;false;false;false;true;false
"16832-2915";"0005777";"FDAA";"Methergin";"02915";false;;;;;0;0;false;false;false;true;false
"40410-190";"0013201";"MBAA";"Kanjinti";"00190";false;;;;;0;0;false;false;false;true;false
"9019-1818";"0029132";"IBAA";"Emthexate";"01818";false;;;;;0;0;false;false;false;true;false
"16808-1289";"0004325";"EABA";"Metformine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"24257-2626";"0000661";"AEG";"Seloken";"02626";false;;;"B";"B";0;0;false;false;false;true;false
"10322-2097";"0010652";"KCCA";"Flagyl";"02097";false;;;;;0;0;false;false;false;true;false
"23804-745";"0014944";"OGC";"Rozex";"00745";false;;;;;0;0;false;false;false;true;false
"7047-943";"0014100";"OACF";"Daktozin";"00943";false;;;;;0;0;false;false;false;true;false
"7039-943";"0014076";"OACC";"Daktarin";"00943";false;;;;;0;0;false;false;false;true;false
"16469-1446";"0004986";"EDFA";"Medrol";"01446";false;;;"C";"C";0;0;false;false;false;true;false
"29900-935";"0016485";"TCA";"Zavesca";"00935";false;;;;;0;0;false;false;false;true;false
"17251-1453";"0009936";"KACD";"Mino-50";"01453";false;;;;;0;0;false;false;false;true;false
"17319-984";"0014951";"OMI";"Minoxidil Biorga";"00984";false;;;;;0;0;false;false;false;true;false
"1172-1537";"0014951";"OMI";"Alopexy";"01537";false;;;;;0;0;false;false;false;true;false
"40436-1073";"0028993";"JCEA";"Brintellix";"01073";false;;;;;0;0;false;false;false;true;false
"6544-2097";"0000380";"ACDA";"Corotrope";"02097";false;;;;;0;0;false;false;false;true;false
"12013-943";"8904062";"FAAAC";"Gyno-Daktarin";"00943";false;;;;;0;0;false;false;false;true;false
"22004-2097";"0002865";"CDAD";"Primperan";"02097";false;;;;;0;0;false;false;false;true;false
"7245-1446";"0004986";"EDFA";"Depo-Medrol";"01446";false;;;"C";"C";0;0;false;false;false;true;false
"17426-1636";"0008110";"JCDC";"Mirtazapine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"17400-612";"0008110";"JCDC";"Mirtazapine EG";"00612";false;;;;;0;0;false;false;false;true;false
"24679-3491";"0003806";"DAGA";"Singulair";"03491";false;;;;;0;0;false;false;false;true;false
"17731-1818";"0003806";"DAGA";"Montelukast Teva";"01818";false;;;;;0;0;false;false;false;true;false
"17699-612";"0003806";"DAGA";"Montelukast EG";"00612";false;;;;;0;0;false;false;false;true;false
"17723-1636";"0003806";"DAGA";"Montelukast Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"16915-1289";"0000661";"AEG";"Metoprolol Viatris";"01289";false;;;"B";"B";0;0;false;false;false;true;false
"14233-1453";"0009936";"KACD";"Klinotab";"01453";false;;;;;0;0;false;false;false;true;false
"17301-1453";"0009936";"KACD";"Minotab";"01453";false;;;;;0;0;false;false;false;true;false
"6577-1834";"0000307";"ABBA";"Corvaton";"01834";false;;;;;0;0;false;false;false;true;false
"17103-265";"0016626";"RAEB";"Midazolam B. Braun";"00265";false;;;;;0;0;false;false;false;true;false
"17111-1289";"0016626";"RAEB";"Midazolam Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"47944-1289";"0017392";"BABABD";"Rivaroxaban Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"22947-3491";"0008110";"JCDC";"Remergon";"03491";false;;;;;0;0;false;false;false;true;false
"2618-299";"0010199";"KAEC";"Avelox";"00299";false;;;;;0;0;false;false;false;true;false
"17913-612";"0000083";"AABC";"Moxonidine EG";"00612";false;;;;;0;0;false;false;false;true;false
"17939-1636";"0000083";"AABC";"Moxonidine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"17947-1818";"0000083";"AABC";"Moxonidine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"2857-828";"8000721";"KECBBAB";"Bactroban";"00828";false;;;;;0;0;false;false;false;true;false
"12369-1305";"0014407";"OEA";"Hirudoid";"01305";false;;;;;0;0;false;false;false;true;false
"16410-2014";"0001503";"AKA";"Mediaven";"02014";false;;;;;0;0;false;false;false;true;false
"7146-232";"0004796";"ECDA";"Deca-Durabolin";"00232";false;;;"A";"A";0;0;false;false;false;true;false
"42234-1636";"0008078";"JCBCA";"Bupropion Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"18341-1636";"0006882";"IAABD";"Naproxen Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"6916-1446";"0002618";"CAACA";"Cytotec";"01446";false;;;;;0;0;false;false;false;true;false
"18150-1818";"0012104";"LCAGA";"Myfenax";"01818";false;;;;;0;0;false;false;false;true;false
"11189-1289";"0002048";"BABBABC";"Fraxodi";"01289";false;;;;;0;0;false;false;false;true;false
"4895-1628";"0012104";"LCAGA";"Cellcept";"01628";false;;;;;0;0;false;false;false;true;false
"18101-1636";"0012104";"LCAGA";"Mycophenolat Mofetil Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"32060-2303";"0007963";"JBDG";"Quetiapine Krka";"02303";false;;;;;0;0;false;false;false;true;false
"28977-372";"0011023";"KDCACD";"Viramune";"00372";false;;;;;0;0;false;false;false;true;false
"18929-299";"0000802";"AFAH";"Nimotop";"00299";false;;;;;0;0;false;false;false;true;false
"20198-1792";"0016485";"TCA";"Orfadin";"01792";false;;;;;0;0;false;false;false;true;false
"8797-1800";"0016485";"TCA";"Elaprase";"01800";true;;;;;0;0;false;false;false;true;false
"11304-1057";"0013904";"OAAI";"Furacine";"01057";false;;;;;0;0;false;false;false;true;false
"11312-2618";"0010264";"KAGAA";"Furadantine MC";"02618";false;;;;;0;0;false;false;false;true;false
"27540-1818";"0000265";"ABABA";"Trinipatch";"01818";false;;;;;0;0;false;false;false;true;false
"20511-661";"0005777";"FDAA";"Pabal";"00661";false;;;;;0;0;false;false;false;true;false
"24042-463";"0013086";"MFA";"Savene";"00463";false;;;;;0;0;false;false;false;true;false
"18887-3376";"0007054";"IABAA";"Niflugel";"03376";false;;;;;0;0;false;false;false;true;false
"18507-1636";"0000679";"AEH";"Nebivolol Sandoz";"01636";false;;;"B";"B";0;0;false;false;false;true;false
"18515-1818";"0000679";"AEH";"Nebivolol Teva";"01818";false;;;"B";"B";0;0;false;false;false;true;false
"19034-1172";"0000679";"AEH";"Nobiten";"01172";false;;;"B";"B";0;0;false;false;false;true;false
"18366-612";"0006882";"IAABD";"Naproxene EG";"00612";false;;;;;0;0;false;false;false;true;false
"18846-4150";"0008417";"JEBAA";"Nicotinell";"04150";false;;;;;0;0;false;false;false;true;false
"29793-1289";"0013375";"NABB";"Z-Fluor";"01289";false;;;;;0;0;false;false;false;true;false
"17244-1289";"0000265";"ABABA";"Minitran";"01289";false;;;;;0;0;false;false;false;true;false
"27763-1446";"0009944";"KACE";"Tygacil";"01446";false;;;;;0;0;false;false;false;true;false
"25114-406";"8901001";"MBBBA";"Sprycel";"00406";false;;;;;0;0;false;false;false;true;false
"28605-612";"0001503";"AKA";"Venoruton";"00612";false;;;;;0;0;false;false;false;true;false
"22061-1701";"0000323";"ABCA";"Procoralan";"01701";false;;;;;0;0;false;false;false;true;false
"25924-562";"0013243";"MDA";"Targretin";"00562";false;;;;;0;0;false;false;false;true;false
"4069-2014";"0007658";"JAAQ";"Calmday";"02014";false;;;;;0;0;false;false;false;true;false
"28605-885";"0001503";"AKA";"Venoruton";"00885";false;;;;;0;0;false;false;false;true;false
"23986-1347";"0017707";"EEEB";"Sandostatine";"01347";false;;;;;0;0;false;false;false;true;false
"27219-273";"0015065";"PABB";"Trafloxal";"00273";false;;;;;0;0;false;false;false;true;false
"11361-562";"0020545";"JGAEA";"Fycompa";"00562";false;;;;;0;0;false;false;false;true;false
"40444-1818";"8901233";"LCBBCC";"Cinqaero";"01818";false;;;;;0;0;false;false;false;true;false
"19737-612";"0007948";"JBDE";"Olanzapine EG";"00612";false;;;;;0;0;false;false;false;true;false
"19752-1636";"0007948";"JBDE";"Olanzapine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"19059-3103";"0005942";"FFAA";"Nogest";"03103";false;;;;;0;0;false;false;false;true;false
"30502-604";"0007948";"JBDE";"Zyprexa";"00604";false;;;;;0;0;false;false;false;true;false
"3012-1172";"0001040";"AGBE";"Belsar";"01172";false;;;;;0;0;false;false;false;true;false
"19786-1651";"0001040";"AGBE";"Olmetec";"01651";false;;;;;0;0;false;false;false;true;false
"19794-1651";"0000166";"AADF";"Olmetec Plus";"01651";false;;;"D";"D";0;0;false;false;false;true;false
"3020-1172";"0000166";"AADF";"Belsar Plus";"01172";false;;;"D";"D";0;0;false;false;false;true;false
"42242-3301";"0008482";"JECB";"Buvidal";"03301";false;;;"N";"N";0;0;false;true;false;true;false
"20008-612";"0002931";"CDBB";"Ondansetron EG";"00612";false;;;;;0;0;false;false;false;true;false
"29538-604";"0020271";"TBAA";"Xenical";"00604";false;;;;;0;0;false;false;false;true;false
"29538-885";"0020271";"TBAA";"Xenical";"00885";false;;;;;0;0;false;false;false;true;false
"26682-2428";"0010660";"KCCB";"Tiberal";"02428";false;;;;;0;0;false;false;false;true;false
"25759-1628";"0010827";"KDBB";"Tamiflu";"01628";false;;;;;0;0;false;false;false;true;false
"25015-1172";"0002709";"CBG";"Spasmomen";"01172";false;;;;;0;0;false;false;false;true;false
"20388-67";"0012666";"MAACC";"Oxaliplatin Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"20024-1289";"0002931";"CDBB";"Ondansetron Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"19869-1818";"0002576";"CAABC";"Omeprazol Teva";"01818";false;;;;;0;0;false;false;false;true;false
"17582-1289";"0007641";"JAAP";"Mogadon";"01289";false;;;;;0;0;false;false;false;true;false
"299-1636";"0002576";"CAABC";"Acidcare";"01636";false;;;;;0;0;false;false;false;true;false
"19992-265";"0002931";"CDBB";"Ondansetron B. Braun";"00265";false;;;;;0;0;false;false;false;true;false
"30148-1636";"0002931";"CDBB";"Zofsetron";"01636";false;;;;;0;0;false;false;false;true;false
"20404-1818";"0012666";"MAACC";"Oxaliplatine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"8912-2097";"0012666";"MAACC";"Eloxatin";"02097";false;;;;;0;0;false;false;false;true;false
"39453-1610";"0007054";"IABAA";"Nurofen Patch";"01610";false;;;;;0;0;false;false;false;true;false
"20248-1818";"0020271";"TBAA";"Orlistat Teva";"01818";false;;;;;0;0;false;false;false;true;false
"25668-1248";"0005777";"FDAA";"Syntocinon";"01248";false;;;;;0;0;false;false;false;true;false
"20529-67";"0013185";"MAEBC";"Paclitaxel Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"20552-711";"0013185";"MAEBC";"Paclitaxel Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"20560-844";"0013185";"MAEBC";"Paclitaxel Hospira";"00844";false;;;;;0;0;false;false;false;true;false
"20594-1818";"0013185";"MAEBC";"Paclitaxin";"01818";false;;;;;0;0;false;false;false;true;false
"19885-1289";"0002576";"CAABC";"Omeprazol Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"20420-1289";"0008839";"JGBAB";"Oxcarbazepine Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"19877-612";"0002576";"CAABC";"Omeprazole EG";"00612";false;;;;;0;0;false;false;false;true;false
"20453-612";"0006106";"GAAE";"Oxybutynine EG";"00612";false;;;;;0;0;false;false;false;true;false
"27532-1347";"0008839";"JGBAB";"Trileptal";"01347";false;;;;;0;0;false;false;false;true;false
"20578-1289";"0013185";"MAEBC";"Paclitaxel Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"20735-1800";"0002584";"CAABD";"Pantomed";"01800";false;;;;;0;0;false;false;false;true;false
"20776-1636";"0002584";"CAABD";"Pantoprazol Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"20784-612";"0002584";"CAABD";"Pantoprazole EG";"00612";false;;;;;0;0;false;false;false;true;false
"20818-1818";"0002584";"CAABD";"Pantoprazole Teva";"01818";false;;;;;0;0;false;false;false;true;false
"20826-1800";"0002584";"CAABD";"Pantozol";"01800";false;;;;;0;0;false;false;false;true;false
"6494-2238";"0014811";"ONEA";"Copa";"02238";false;;;;;0;0;false;false;false;true;false
"20636-844";"0007302";"IEBC";"Pamidronate Disodique Hospira";"00844";false;;;;;0;0;false;false;false;true;false
"20644-612";"0007302";"IEBC";"Pamidronate EG";"00612";false;;;;;0;0;false;false;false;true;false
"20792-1289";"0002584";"CAABD";"Pantoprazole Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"40469-265";"0006866";"IAABB";"Ibuprofen B. Braun";"00265";false;;;;;0;0;false;false;false;true;false
"21170-943";"0006437";"HBAA";"Perdolan";"00943";false;;;;;0;0;false;false;false;true;false
"976-1743";"0006437";"HBAA";"Algostase Mono";"01743";false;;;;;0;0;false;false;false;true;false
"6973-3376";"0006437";"HBAA";"Dafalgan";"03376";false;;;;;0;0;false;false;false;true;false
"29819-810";"0017954";"HCBE";"Zaldiar";"00810";false;;;"N";"N";0;0;false;false;false;true;false
"27250-1818";"0017954";"HCBE";"Tramadol / Paracetamol Teva";"01818";false;;;"N";"N";0;0;false;false;false;true;false
"21188-943";"0019901";"HBDD";"Perdolan Compositum";"00943";false;;;;;0;0;false;false;false;true;false
"18788-1784";"0017962";"HCBF";"Nevrine Codeine";"01784";false;;;"d";"d";0;0;false;false;false;true;false
"943-1743";"0006528";"HCBB";"Algocod";"01743";false;;;"d";"d";0;0;false;false;false;true;false
"6981-3376";"0006528";"HCBB";"Dafalgan Codeine";"03376";false;;;"d";"d";0;0;false;false;false;true;false
"40485-1289";"0020826";"FBCAA";"Cupraluna Omega Cu 375";"01289";false;;;;;0;0;false;false;false;true;false
"29363-1743";"0019943";"HBDA";"Croix Blanche";"01743";false;;;;;0;0;false;false;false;true;false
"16253-1743";"0019943";"HBDA";"Mann";"01743";false;;;;;0;0;false;false;false;true;false
"968-1743";"0019943";"HBDA";"Algostase";"01743";false;;;;;0;0;false;false;false;true;false
"638-1743";"0019893";"HBDE";"Afebryl";"01743";false;;;;;0;0;false;false;false;true;false
"15636-372";"0019943";"HBDA";"Lonarid N";"00372";false;;;;;0;0;false;false;false;true;false
"20925-1818";"0006437";"HBAA";"Paracetamol Teva";"01818";false;;;;;0;0;false;false;false;true;false
"20651-4150";"0006437";"HBAA";"Panadol";"04150";false;;;;;0;0;false;false;false;true;false
"1826-1396";"0019943";"HBDA";"Antigriphine";"01396";false;;;;;0;0;false;false;false;true;false
"24695-943";"8904757";"QCACA";"Sinutab";"00943";false;;;"S";"S";0;0;false;false;false;true;false
"8581-1446";"0007005";"IAADC";"Dynastat";"01446";false;;;;;0;0;false;false;false;true;false
"14589-943";"0003020";"CEBA";"Lansoyl Paraffine";"00943";false;;;;;0;0;false;false;false;true;false
"40501-4135";"0029017";"LBEA";"Megalotect";"04135";false;;;;;0;0;false;false;false;true;false
"20883-711";"0006437";"HBAA";"Paracetamol Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"29371-1743";"0006437";"HBAA";"Croix Blanche Mono";"01743";false;;;;;0;0;false;false;false;true;false
"20677-4150";"0019943";"HBDA";"Panadol Plus";"04150";false;;;;;0;0;false;false;false;true;false
"18937-4150";"8904757";"QCACA";"Therafixx-CapitaNasal";"04150";false;;;"S";"S";0;0;false;false;false;true;false
"24182-1867";"0018101";"JADC";"Sedistress";"01867";false;;;;;0;0;false;false;false;true;false
"3475-836";"0016360";"SDA";"Bleu Patente V Guerbet";"00836";false;;;;;0;0;false;false;false;true;false
"21014-612";"0008201";"JCAAE";"Paroxetine EG";"00612";false;;;;;0;0;false;false;false;true;false
"21030-1636";"0008201";"JCAAE";"Paroxetine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"24372-828";"0008201";"JCAAE";"Seroxat";"00828";false;;;;;0;0;false;false;false;true;false
"21139-2097";"8902017";"KCDB";"Pentacarinat";"02097";false;;;;;0;0;false;false;false;true;false
"6601-1701";"0000158";"AADE";"Coveram";"01701";false;;;;;0;0;false;false;false;true;false
"21246-1636";"0000141";"AADD";"Perindopril / Indapamide Sandoz";"01636";false;;;"D";"D";0;0;false;false;false;true;false
"21931-1701";"0000141";"AADD";"Preterax";"01701";false;;;"D";"D";0;0;false;false;false;true;false
"6627-638";"0000141";"AADD";"Coversyl Plus";"00638";false;;;"D";"D";0;0;false;false;false;true;false
"7344-1636";"0012385";"LDAAC";"Desloratadin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"6619-1701";"0000950";"AGAF";"Coversyl";"01701";false;;;;;0;0;false;false;false;true;false
"27490-1289";"0018200";"NBBHA";"Tribvit";"01289";false;;;;;0;0;false;false;false;true;false
"40519-570";"8900623";"MBBEA";"Verzenios";"00570";false;;;;;0;0;false;false;false;true;false
"29835-828";"8001109";"KECHBA";"Zalvor";"00828";false;;;;;0;0;false;false;false;true;false
"21436-1487";"0003236";"CEDBB";"Picolaxine";"01487";false;;;;;0;0;false;false;false;true;false
"13680-1347";"0015339";"PDAA";"Pilocarpine-Isopto";"01347";false;;;;;0;0;false;false;false;true;false
"14753-3624";"0003236";"CEDBB";"Laxoberon";"03624";false;;;;;0;0;false;false;false;true;false
"8417-3624";"0003236";"CEDBB";"Dulcolax Picosulphate";"03624";false;;;;;0;0;false;false;false;true;false
"21501-612";"0001479";"AJC";"Piracetam EG";"00612";false;;;;;0;0;false;false;false;true;false
"7807-3244";"0006700";"HCAJ";"Dipidolor";"03244";false;;;;;0;0;false;false;true;true;false
"21535-612";"0006957";"IAACB";"Piroxicam EG";"00612";false;;;;;0;0;false;false;false;true;false
"3640-455";"0006957";"IAACB";"Brexine";"00455";false;;;;;0;0;false;false;false;true;false
"6619-1529";"0000950";"AGAF";"Coversyl";"01529";false;;;;;0;0;false;false;false;true;false
"19083-1909";"0001479";"AJC";"Nootropil";"01909";false;;;;;0;0;false;false;false;true;false
"6601-1529";"0000158";"AADE";"Coveram";"01529";false;;;;;0;0;false;false;false;true;false
"21022-1289";"0008201";"JCAAE";"Paroxetine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"21279-1636";"0000950";"AGAF";"Perindopril Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"620-1248";"0001529";"AKB";"Aethoxysklerol";"01248";false;;;;;0;0;false;false;false;true;false
"22046-513";"0011874";"LBAA";"Privigen";"00513";false;;;;;0;0;false;false;false;true;false
"22087-315";"0005967";"FFBA";"Progestogel";"00315";false;;;;;0;0;false;false;false;true;false
"28134-315";"0005942";"FFAA";"Utrogestan";"00315";false;;;;;0;0;false;false;false;true;false
"21758-612";"0008573";"JFBC";"Pramipexole EG";"00612";false;;;;;0;0;false;false;false;true;false
"21766-1289";"0008573";"JFBC";"Pramipexole Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"21824-1289";"0001578";"ALAB";"Pravastatine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"21832-1636";"0001578";"ALAB";"Pravastatine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"21840-1818";"0001578";"ALAB";"Pravastatine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"21865-612";"0007674";"JAAS";"Prazepam EG";"00612";false;;;;;0;0;false;false;false;true;false
"24497-372";"0008573";"JFBC";"Sifrol";"00372";false;;;;;0;0;false;false;false;true;false
"21774-1651";"0001578";"ALAB";"Prareduct";"01651";false;;;;;0;0;false;false;false;true;false
"18226-2428";"0016816";"JGBDB";"Mysoline";"02428";false;;;;;0;0;false;false;false;true;false
"16055-1446";"0007674";"JAAS";"Lysanxia";"01446";false;;;;;0;0;false;false;false;true;false
"23861-1818";"0001248";"AHCDA";"Rytmonorm";"01818";false;;;;;0;0;false;false;false;true;false
"22210-711";"0019117";"RAAD";"Propolipid";"00711";false;;;;;0;0;false;false;false;true;false
"22194-265";"0019117";"RAAD";"Propofol B. Braun";"00265";false;;;;;0;0;false;false;false;true;false
"7823-232";"0019117";"RAAD";"Diprivan";"00232";false;;;;;0;0;false;false;false;true;false
"16048-1289";"0020289";"JGBCA";"Lyrica";"01289";false;;;;;0;0;false;false;false;true;false
"19554-1370";"0011874";"LBAA";"Octagam";"01370";false;;;;;0;0;false;false;false;true;false
"4937-1800";"0018663";"BABBDA";"Ceprotin";"01800";false;;;;;0;0;false;false;false;true;false
"75-3269";"0007922";"JBDA";"Abilify";"03269";false;;;;;0;0;false;false;false;true;false
"14969-1636";"0017020";"MECC";"Letrozol Sandoz";"01636";false;;;"AO";"AO";0;0;false;false;false;true;false
"2899-3269";"0010926";"KDDB";"Baraclude";"03269";false;;;;;0;0;false;false;false;true;false
"22558-612";"0007963";"JBDG";"Quetiapine EG";"00612";false;;;;;0;0;false;false;false;true;false
"12872-943";"0020818";"CBI";"Imonogas";"00943";false;;;;;0;0;false;false;false;true;false
"17566-1636";"0008268";"JCCB";"Moclobemide Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"22228-612";"0000695";"AEI";"Propranolol EG";"00612";false;;;"B";"B";0;0;false;false;false;true;false
"7104-828";"0010710";"KCEA";"Daraprim";"00828";false;;;;;0;0;false;false;false;true;false
"12997-1024";"0000695";"AEI";"Inderal";"01024";false;;;"B";"B";0;0;false;false;false;true;false
"22574-1818";"0007963";"JBDG";"Quetiapine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"22533-1636";"0007963";"JBDG";"Quetiapin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"22566-1289";"0007963";"JBDG";"Quetiapine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"38935-1180";"8903254";"LCBDCA";"Mavenclad";"01180";false;;;;;0;0;false;false;false;true;false
"24364-604";"0007963";"JBDG";"Seroquel";"00604";false;;;;;0;0;false;false;false;true;false
"26971-844";"0012914";"MABDA";"Tomudex";"00844";false;;;;;0;0;false;false;false;true;false
"9860-3269";"0000174";"AADG";"Exforge";"03269";false;;;;;0;0;false;false;false;true;false
"9993-2097";"0007203";"ICDA";"Fasturtec";"02097";false;;;;;0;0;false;false;false;true;false
"27615-2097";"0000976";"AGAH";"Tritace";"02097";false;;;;;0;0;false;false;false;true;false
"27615-1529";"0000976";"AGAH";"Tritace";"01529";false;;;;;0;0;false;false;false;true;false
"22681-612";"0000976";"AGAH";"Ramipril EG";"00612";false;;;;;0;0;false;false;false;true;false
"22699-1636";"0000976";"AGAH";"Ramipril Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"27623-2097";"0000141";"AADD";"Tritazide";"02097";false;;;"D";"D";0;0;false;false;false;true;false
"22491-1289";"0016030";"QDBA";"Pyralvex";"01289";false;;;;;0;0;false;false;false;true;false
"2725-1818";"0008631";"JFDA";"Azilect";"01818";false;;;;;0;0;false;false;false;true;false
"27854-232";"0017749";"RABC";"Ultiva";"00232";false;;;"N";"N";0;0;false;false;true;true;false
"19398-1354";"0017566";"EADA";"NovoNorm";"01354";false;;;;;0;0;false;false;false;true;false
"23085-612";"0017566";"EADA";"Repaglinide EG";"00612";false;;;;;0;0;false;false;false;true;false
"23382-2097";"0010355";"KAHBA";"Rifadine";"02097";false;;;;;0;0;false;false;false;true;false
"23416-2097";"0018143";"JMA";"Rilutek";"02097";false;;;;;0;0;false;false;false;true;false
"406-3160";"0007310";"IEBD";"Actonel";"03160";false;;;;;0;0;false;false;false;true;false
"23440-1636";"0007310";"IEBD";"Risedronaat Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
