"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"0433276";"01063";"1";"CFCA";"0003368";"12856-943";"Imodium gél. 200x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"3786324";"00028";"1";"LCBAA";"0025817";"39875-190";"Amgevita sol. inj. s.c. SureClick [stylo prérempli] 2x 40mg/0,8ml";0;"sol. inj. s.c. SureClick [stylo prérempli]";1;"adalimumab";;;40.0000;"mg";"/";0.8000;"ml";0.0000;;true;false
"3786308";"00028";"1";"LCBAA";"0025817";"39875-190";"Amgevita sol. inj. s.c. SureClick [stylo prérempli] 6x 40mg/0,8ml";0;"sol. inj. s.c. SureClick [stylo prérempli]";1;"adalimumab";;;40.0000;"mg";"/";0.8000;"ml";0.0000;;true;false
"3786316";"00028";"1";"LCBAA";"0025817";"39875-190";"Amgevita sol. inj. s.c. [ser. préremplie] 1x 20mg/0,4ml";0;"sol. inj. s.c. [ser. préremplie]";1;"adalimumab";;;20.0000;"mg";"/";0.4000;"ml";0.0000;;true;false
"0049130";"01063";"1";"CFCA";"0003368";"12856-943";"Imodium gél. 60x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1036466";"01215";"1";"OABAB";"8900383";"2857-828";"Bactroban pommade nas. 3g 20mg/1g";0;"pommade nas.";1;"mupirocine";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0049122";"01063";"1";"CFCA";"0003368";"12856-943";"Imodium gél. 20x 2mg";0;"gél.";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1303338";"01063";"1";"CFCA";"0003368";"12856-943";"Imodium compr. orodisp. Instant 20x 2mg";0;"compr. orodisp. Instant";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"4512299";"01618";"1";"EAGD";"0017608";"46045-2303";"Sitagliptine Krka compr. pellic. 98x 25mg";0;"compr. pellic.";1;"sitagliptine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1303346";"01063";"1";"CFCA";"0003368";"12856-943";"Imodium compr. orodisp. Instant 60x 2mg";0;"compr. orodisp. Instant";1;"lopéramide chlorhydrate";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"3786548";"00028";"1";"LCBAA";"0025817";"39875-190";"Amgevita sol. inj. s.c. [ser. préremplie] 2x 40mg/0,8ml";0;"sol. inj. s.c. [ser. préremplie]";1;"adalimumab";;;40.0000;"mg";"/";0.8000;"ml";0.0000;;true;false
"3047974";"01158";"1";"JDD";"0008334";"16444-2931";"Medikinet gél. lib. modif. Retard 30x 10mg";0;"gél. lib. modif. Retard";1;"méthylphénidate chlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3047982";"01158";"1";"JDD";"0008334";"16444-2931";"Medikinet gél. lib. modif. Retard 30x 20mg";0;"gél. lib. modif. Retard";1;"méthylphénidate chlorhydrate";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3047990";"01158";"1";"JDD";"0008334";"16444-2931";"Medikinet gél. lib. modif. Retard 30x 30mg";0;"gél. lib. modif. Retard";1;"méthylphénidate chlorhydrate";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"3047941";"01158";"1";"JDD";"0008334";"16444-2931";"Medikinet compr. (séc.) 30x 10mg";0;"compr. (séc.)";1;"méthylphénidate chlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3786688";"00028";"1";"LCBAA";"0025817";"39875-190";"Amgevita sol. inj. s.c. [ser. préremplie] 6x 40mg/0,8ml";0;"sol. inj. s.c. [ser. préremplie]";1;"adalimumab";;;40.0000;"mg";"/";0.8000;"ml";0.0000;;true;false
"3153699";"01954";"1";"DACB";"0020594";"30551-828";"Anoro 55/22 poudre inhal. (unidose) Ellipta 1x30dos.";0;"poudre inhal. (unidose) Ellipta";1;"uméclidinium";;;55.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3153699";"01918";"1";"DACB";"0020594";"30551-828";"Anoro 55/22 poudre inhal. (unidose) Ellipta 1x30dos.";0;"poudre inhal. (unidose) Ellipta";2;"vilantérol";;;22.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1395680";"01208";"1";"HCAF";"0006585";"17780-1818";"Morphine Teva compr. lib. prol. 30x 100mg";0;"compr. lib. prol.";1;"morphine sulfate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3047958";"01158";"1";"JDD";"0008334";"16444-2931";"Medikinet compr. (séc.) 30x 20mg";0;"compr. (séc.)";1;"méthylphénidate chlorhydrate";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3047933";"01158";"1";"JDD";"0008334";"16444-2931";"Medikinet compr. (séc.) 30x 5mg";0;"compr. (séc.)";1;"méthylphénidate chlorhydrate";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4512315";"01618";"1";"EAGD";"0017608";"46045-2303";"Sitagliptine Krka compr. pellic. (séc.) 98x 100mg";0;"compr. pellic. (séc.)";1;"sitagliptine";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1395656";"01208";"1";"HCAF";"0006585";"17780-1818";"Morphine Teva compr. lib. prol. 30x 10mg";0;"compr. lib. prol.";1;"morphine sulfate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1395664";"01208";"1";"HCAF";"0006585";"17780-1818";"Morphine Teva compr. lib. prol. 30x 30mg";0;"compr. lib. prol.";1;"morphine sulfate";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2190916";"00879";"1";"AKA";"0001503";"28605-885";"Venoruton (Impexeco) compr. Forte 60x 500mg";0;"compr. Forte";1;"hydroxyéthylrutosides";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"1183219";"01990";"1";"ONFA";"0014837";"16675-1230";"Mepitel pansement 5x (20x30cm)";0;"pansement";1;"pas de principes actifs";"20 x 30 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3042009";"01990";"1";"ONCA";"0014779";"32326-2295";"Suprasorb Liquacel pansement 10x (5x5cm)";0;"pansement";1;"pas de principes actifs";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3153707";"01954";"1";"DACB";"0020594";"30551-828";"Anoro 55/22 poudre inhal. (unidose) Ellipta 3x30dos.";0;"poudre inhal. (unidose) Ellipta";1;"uméclidinium";;;55.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3153707";"01918";"1";"DACB";"0020594";"30551-828";"Anoro 55/22 poudre inhal. (unidose) Ellipta 3x30dos.";0;"poudre inhal. (unidose) Ellipta";2;"vilantérol";;;22.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1395672";"01208";"1";"HCAF";"0006585";"17780-1818";"Morphine Teva compr. lib. prol. 30x 60mg";0;"compr. lib. prol.";1;"morphine sulfate";;;60.0000;"mg";;0.0000;;0.0000;;true;false
"1489020";"01208";"1";"HCAF";"0006585";"17780-1818";"Morphine Teva compr. lib. prol. 60x 30mg";0;"compr. lib. prol.";1;"morphine sulfate";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2975936";"01990";"1";"ONEA";"0014811";"31971-2295";"Suprasorb P pansement Auto-adhésif 10x (7,5x7,5cm)";0;"pansement Auto-adhésif";1;"pas de principes actifs";"7,5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1489012";"01208";"1";"HCAF";"0006585";"17780-1818";"Morphine Teva compr. lib. prol. 60x 60mg";0;"compr. lib. prol.";1;"morphine sulfate";;;60.0000;"mg";;0.0000;;0.0000;;true;false
"3689379";"01309";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 20/5 compr. pellic. 98x";0;"compr. pellic.";1;"olmésartan médoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3689379";"00094";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 20/5 compr. pellic. 98x";0;"compr. pellic.";2;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2215218";"01990";"1";"ONBA";"0014753";"8425-2253";"Duoderm pansement Signal Sacrum 5x (20x22,5cm)";0;"pansement Signal Sacrum";1;"pas de principes actifs";"20 x 22,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2381515";"00934";"1";"EAAAA";"0004192";"1867-2097";"Apidra sol. inj. i.v./s.c. [flac.] 1x10ml 100U/1ml";0;"sol. inj. i.v./s.c. [flac.]";1;"insuline glulisine";;;100.0000;"U";"/";1.0000;"ml";0.0000;;true;false
"3689411";"01309";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 40/10 compr. pellic. (séc.) 98x";0;"compr. pellic. (séc.)";1;"olmésartan médoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3689411";"00094";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 40/10 compr. pellic. (séc.) 98x";0;"compr. pellic. (séc.)";2;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3689387";"01309";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 40/5 compr. pellic. 28x";0;"compr. pellic.";1;"olmésartan médoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3689387";"00094";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 40/5 compr. pellic. 28x";0;"compr. pellic.";2;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3689395";"01309";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 40/5 compr. pellic. 98x";0;"compr. pellic.";1;"olmésartan médoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"3689395";"00094";"1";"AADG";"0000174";"39354-2303";"Olmesartan/Amlodipine Krka 40/5 compr. pellic. 98x";0;"compr. pellic.";2;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"1173756";"01418";"1";"IAACB";"0006957";"21535-612";"Piroxicam EG compr. disp. (séc.) 30x 20mg";0;"compr. disp. (séc.)";1;"piroxicam";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"1173749";"01418";"1";"IAACB";"0006957";"21535-612";"Piroxicam EG gél. 30x 20mg";0;"gél.";1;"piroxicam";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2747681";"01397";"1";"AADD";"0000141";"21931-1701";"Preterax 10/2,5 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2747681";"00920";"1";"AADD";"0000141";"21931-1701";"Preterax 10/2,5 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"2595510";"01397";"1";"AADD";"0000141";"21931-1701";"Preterax 2,5/0,625 compr. pellic. 30x";0;"compr. pellic.";1;"périndopril arginine";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"2595510";"00920";"1";"AADD";"0000141";"21931-1701";"Preterax 2,5/0,625 compr. pellic. 30x";0;"compr. pellic.";2;"indapamide";;;0.6250;"mg";;0.0000;;0.0000;;true;false
"2490324";"00934";"1";"EAAAA";"0004192";"1867-2097";"Apidra sol. inj. s.c. Solostar [stylo prérempli] 5x3ml 100U/1ml";0;"sol. inj. s.c. Solostar [stylo prérempli]";1;"insuline glulisine";;;100.0000;"U";"/";1.0000;"ml";0.0000;;true;false
"1356575";"00947";"1";"AGBC";"0001024";"1925-2097";"Aprovel compr. pellic. 28x 150mg";0;"compr. pellic.";1;"irbésartan";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2476224";"01990";"1";"ONEA";"0014811";"1065-1750";"Allevyn pansement Gentle Border 10x (12,5x12,5cm)";0;"pansement Gentle Border";1;"pas de principes actifs";"12,5 x 12,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1569375";"00947";"1";"AGBC";"0001024";"1925-2097";"Aprovel compr. pellic. 98x 300mg";0;"compr. pellic.";1;"irbésartan";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"0100925";"01154";"1";"AABB";"0000075";"810-505";"Aldomet compr. pellic. 100x 250mg";0;"compr. pellic.";1;"méthyldopa";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2595528";"01397";"1";"AADD";"0000141";"21931-1701";"Preterax 2,5/0,625 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"2595528";"00920";"1";"AADD";"0000141";"21931-1701";"Preterax 2,5/0,625 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;0.6250;"mg";;0.0000;;0.0000;;true;false
"2595536";"01397";"1";"AADD";"0000141";"21931-1701";"Preterax 5/1,25 compr. pellic. 30x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2595536";"00920";"1";"AADD";"0000141";"21931-1701";"Preterax 5/1,25 compr. pellic. 30x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"2595544";"01397";"1";"AADD";"0000141";"21931-1701";"Preterax 5/1,25 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2595544";"00920";"1";"AADD";"0000141";"21931-1701";"Preterax 5/1,25 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"2676666";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 1x 300µg/0,6ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;300.0000;"µg";"/";0.6000;"ml";0.0000;;true;false
"2676674";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 1x 500µg/1ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;500.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"2304871";"01990";"1";"ONAA";"0014738";"26054-2287";"Tegaderm Alginate pansement 5x (10x20cm)";0;"pansement";1;"pas de principes actifs";"10 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3346046";"01505";"1";"JBDG";"0007963";"22574-1818";"Quetiapine Teva compr. pellic. 100x 25mg";0;"compr. pellic.";1;"quétiapine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2941805";"01505";"1";"JBDG";"0007963";"22574-1818";"Quetiapine Teva compr. pellic. 100x 100mg";0;"compr. pellic.";1;"quétiapine";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2941813";"01505";"1";"JBDG";"0007963";"22574-1818";"Quetiapine Teva compr. pellic. 100x 200mg";0;"compr. pellic.";1;"quétiapine";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"0490573";"01441";"1";"OAAJ";"0013847";"13623-1289";"Iso-Betadine 10 % compresse impr. Tulle 10x (10x10cm)";0;"compresse impr. Tulle";1;"povidone iodée";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"4512307";"01618";"1";"EAGD";"0017608";"46045-2303";"Sitagliptine Krka compr. pellic. (séc.) 98x 50mg";0;"compr. pellic. (séc.)";1;"sitagliptine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3041977";"01990";"1";"ONCA";"0014779";"32326-2295";"Suprasorb Liquacel mèche 5x (2x45cm)";0;"mèche";1;"pas de principes actifs";"2 x 45 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3139508";"01505";"1";"JBDG";"0007963";"22574-1818";"Quetiapine Teva compr. pellic. 60x 25mg";0;"compr. pellic.";1;"quétiapine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"3119328";"00339";"1";"QCAEA";"8904773";"23317-1164";"Rhinofebryl 3,2/240 gél. 30x";0;"gél.";1;"chlorphénamine maléate";;;3.2000;"mg";;0.0000;;0.0000;;true;false
"3119328";"01363";"1";"QCAEA";"8904773";"23317-1164";"Rhinofebryl 3,2/240 gél. 30x";0;"gél.";2;"paracétamol";;;240.0000;"mg";;0.0000;;0.0000;;true;false
"3639366";"00661";"1";"FBACA";"0005439";"38471-1289";"Ringafema 0,12/0,015 système de diffusion vag. 1x";0;"système de diffusion vag.";1;"étonogestrel";;;0.1200;"mg";"/";24.0000;"h";0.0000;;true;false
"3639366";"00650";"1";"FBACA";"0005439";"38471-1289";"Ringafema 0,12/0,015 système de diffusion vag. 1x";0;"système de diffusion vag.";2;"éthinylestradiol";;;0.0150;"mg";"/";24.0000;"h";0.0000;;true;false
"3639374";"00661";"1";"FBACA";"0005439";"38471-1289";"Ringafema 0,12/0,015 système de diffusion vag. 3x";0;"système de diffusion vag.";1;"étonogestrel";;;0.1200;"mg";"/";24.0000;"h";0.0000;;true;false
"3639374";"00650";"1";"FBACA";"0005439";"38471-1289";"Ringafema 0,12/0,015 système de diffusion vag. 3x";0;"système de diffusion vag.";2;"éthinylestradiol";;;0.0150;"mg";"/";24.0000;"h";0.0000;;true;false
"3639382";"00661";"1";"FBACA";"0005439";"38471-1289";"Ringafema 0,12/0,015 système de diffusion vag. 6x";0;"système de diffusion vag.";1;"étonogestrel";;;0.1200;"mg";"/";24.0000;"h";0.0000;;true;false
"3639382";"00650";"1";"FBACA";"0005439";"38471-1289";"Ringafema 0,12/0,015 système de diffusion vag. 6x";0;"système de diffusion vag.";2;"éthinylestradiol";;;0.0150;"mg";"/";24.0000;"h";0.0000;;true;false
"2676625";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 100µg/0,5ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;100.0000;"µg";"/";0.5000;"ml";0.0000;;true;false
"1643469";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 10µg/0,4ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;10.0000;"µg";"/";0.4000;"ml";0.0000;;true;false
"1359975";"01990";"1";"ONDA";"0014795";"22483-2261";"Purilon gel 5x15g";0;"gel";1;"pas de principes actifs";;;0.0000;;;0.0000;;0.0000;;true;false
"2480358";"01990";"1";"ONAA";"0014738";"6734-2238";"Curasorb pansement 5x (30x60cm)";0;"pansement";1;"pas de principes actifs";"30 x 60 cm";;0.0000;;;0.0000;;0.0000;;true;false
"4426672";"01859";"1";"IEBE";"0007336";"46060-1024";"Zoledroninezuur Altan sol. perf. i.v. [sac] 1x 4mg/100ml";0;"sol. perf. i.v. [sac]";1;"acide zolédronique";;;4.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"4426680";"01859";"1";"IEBE";"0007336";"46060-1024";"Zoledroninezuur Altan sol. perf. i.v. [sac] 1x 5mg/100ml";0;"sol. perf. i.v. [sac]";1;"acide zolédronique";;;5.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"3158276";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/5 compr. pellic. 30x";0;"compr. pellic.";1;"périndopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3158276";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/5 compr. pellic. 30x";0;"compr. pellic.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3158276";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/5 compr. pellic. 30x";0;"compr. pellic.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158284";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/5 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3158284";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/5 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3158284";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/5 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158250";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/10 compr. pellic. 30x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158250";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/10 compr. pellic. 30x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"3158250";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/10 compr. pellic. 30x";0;"compr. pellic.";3;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3158268";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/10 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158268";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/10 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"3158268";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/10 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3158235";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/5 compr. pellic. 30x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158235";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/5 compr. pellic. 30x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"3158235";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/5 compr. pellic. 30x";0;"compr. pellic.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158243";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/5 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158243";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/5 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"3158243";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 5/1,25/5 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3158300";"01397";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/10 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3158300";"00920";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/10 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3158300";"00094";"1";"AADH";"0020628";"27581-1701";"Triplixam 10/2,5/10 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4216859";"00512";"1";"IABAA";"0007054";"39461-4150";"Voltaren Emulgel 1 % gel transderm. local 120g 10mg/1g";0;"gel transderm. local";1;"diclofénac sodium (sous forme de diclofénac diéthylamine)";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"4216842";"00512";"1";"IABAA";"0007054";"39461-4150";"Voltaren Emulgel 1 % gel transderm. local 60g 10mg/1g";0;"gel transderm. local";1;"diclofénac sodium (sous forme de diclofénac diéthylamine)";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2676641";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 150µg/0,3ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;150.0000;"µg";"/";0.3000;"ml";0.0000;;true;false
"2676542";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 20µg/0,5ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;20.0000;"µg";"/";0.5000;"ml";0.0000;;true;false
"2676559";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 30µg/0,3ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;30.0000;"µg";"/";0.3000;"ml";0.0000;;true;false
"3153145";"01673";"1";"GBAC";"0006213";"22749-2485";"Ranomax gél. lib. prol. 30x 0,4mg";0;"gél. lib. prol.";1;"tamsulosine chlorhydrate";;;0.4000;"mg";;0.0000;;0.0000;;true;false
"2676567";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 40µg/0,4ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;40.0000;"µg";"/";0.4000;"ml";0.0000;;true;false
"2676575";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 50µg/0,5ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;50.0000;"µg";"/";0.5000;"ml";0.0000;;true;false
"2676591";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 60µg/0,3ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;60.0000;"µg";"/";0.3000;"ml";0.0000;;true;false
"1133099";"00021";"1";"KECEBA";"8000937";"30437-4150";"Zovirax crème Labialis 2g 50mg/1g";0;"crème Labialis";1;"aciclovir";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2676617";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. i.v./s.c. [ser. préremplie] 4x 80µg/0,4ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"darbépoétine alfa";;;80.0000;"µg";"/";0.4000;"ml";0.0000;;true;false
"2225597";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. s.c. SureClick [stylo prérempli] 1x 150µg/0,3ml";0;"sol. inj. s.c. SureClick [stylo prérempli]";1;"darbépoétine alfa";;;150.0000;"µg";"/";0.3000;"ml";0.0000;;true;false
"2225605";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. s.c. SureClick [stylo prérempli] 1x 300µg/0,6ml";0;"sol. inj. s.c. SureClick [stylo prérempli]";1;"darbépoétine alfa";;;300.0000;"µg";"/";0.6000;"ml";0.0000;;true;false
"2225613";"00470";"1";"BCAAA";"8904500";"1966-190";"Aranesp sol. inj. s.c. SureClick [stylo prérempli] 1x 500µg/1ml";0;"sol. inj. s.c. SureClick [stylo prérempli]";1;"darbépoétine alfa";;;500.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"0037820";"01008";"1";"PFE";"0026054";"8557-125";"Duratears 30/30/940 pommade opht. [sans cons.] 3,5g";0;"pommade opht. [sans cons.]";1;"lanoline (liquide)";;;30.0000;"mg";"/";1.0000;"g";0.0000;;true;false
